Date,Close,High,Low,Open,Volume,Log_Return
1998-12-22,5.7952985763549805,5.877264183543095,5.7952985763549805,5.877264183543095,15800,
1998-12-23,5.771013259887695,5.7892279244515334,5.75887015017847,5.7892279244515334,48200,-0.00419932516070007
1998-12-24,5.877265453338623,5.889408563779406,5.859050787677449,5.871193898118232,47600,0.018243921378960422
1998-12-28,5.846907615661621,5.877265391443872,5.837800653505264,5.865122281130972,6200,-0.005178686009667326
1998-12-29,5.944048881530762,5.959228130764449,5.871190263983909,5.871190263983909,24000,0.016477622286351565
1998-12-30,5.89547872543335,5.98958817968225,5.89547872543335,5.974408924641005,140800,-0.00820479164075257
1998-12-31,5.8742289543151855,5.8742289543151855,5.834763482140767,5.8742289543151855,43200,-0.0036109298184254066
1999-01-04,5.780118465423584,5.877263313581964,5.755832253383989,5.83172703658591,218600,-0.016150631376293738
1999-01-05,5.849945545196533,5.849945545196533,5.801373089154037,5.825659317175285,222400,0.012008174464751383
1999-01-06,5.910658836364746,5.928873500357925,5.868157953713996,5.868157953713996,82000,0.010324950752048333
1999-01-07,5.889410018920898,5.971376405226562,5.877266905479825,5.910660838021191,444600,-0.0036014773594963256
1999-01-08,5.922800064086914,5.928871616822443,5.8499414312605635,5.907620811669921,271800,0.005653494793221739
1999-01-11,5.764941215515137,5.889407708887586,5.743690404750161,5.889407708887586,258000,-0.027014363992120913
1999-01-12,5.767975330352783,5.852977072063245,5.73761756545619,5.75886837146199,14200,0.00052616610821367
1999-01-13,5.807439804077148,5.8499406676782915,5.731545034211272,5.731545034211272,51800,0.0068186974157071175
1999-01-14,5.71029806137085,5.783156724092285,5.682975692271989,5.725476578859493,40000,-0.016868598209232998
1999-01-15,5.737618923187256,5.789227506302134,5.716368853309279,5.731547368771185,13800,0.004773080329385509
1999-01-19,5.931909084320068,5.931909084320068,5.82869265194193,5.91369441978275,24400,0.03330179532196393
1999-01-20,5.907623291015625,5.971374992072536,5.883337069880926,5.9379810674339994,65400,-0.004102497733244673
1999-01-21,5.886374473571777,5.950125447069113,5.886374473571777,5.950125447069113,41000,-0.003603331263782042
1999-01-22,5.925835132598877,5.968335999328581,5.822618741969593,5.8469049515294245,41600,0.006681358888494238
1999-01-25,5.704224109649658,5.925835411744307,5.704224109649658,5.925835411744307,27200,-0.03811465548748922
1999-01-26,5.81654691696167,5.81654691696167,5.679937365168572,5.767974500118566,30400,0.019499800175875402
1999-01-27,5.728508949279785,5.8013675639532565,5.728508949279785,5.8013675639532565,15600,-0.015251493838352108
1999-01-28,5.737618923187256,5.816549130596181,5.737618923187256,5.7436904776033275,35200,0.0015890239365347644
1999-01-29,5.728508949279785,5.761902110427049,5.673864988274682,5.7376159055358915,79600,-0.0015890239365347189
1999-02-01,5.716368675231934,5.761904961355641,5.682974756405563,5.761904961355641,24400,-0.002121521784613528
1999-02-02,5.640470027923584,5.65564927371129,5.567611426917036,5.643506173543532,55400,-0.013366356481756336
1999-02-03,5.670830726623535,5.676902279864031,5.610115194218572,5.610115194218572,65000,0.005368219317900899
1999-02-04,5.585827827453613,5.66172259786127,5.585827827453613,5.66172259786127,36400,-0.015102974744728742
1999-02-05,5.588868141174316,5.637440593281614,5.588868141174316,5.607082810714553,16200,0.0005441425528276787
1999-02-08,5.588868141174316,5.628332887933095,5.579760435825798,5.591903548852622,26600,0.0
1999-02-09,5.613150596618652,5.664758421736925,5.588864386879159,5.601007491748906,24400,0.004335378121769332
1999-02-10,5.5736870765686035,5.631367215368455,5.570651669872064,5.613152551719538,16000,-0.007055377919165554
1999-02-11,5.5979719161987305,5.628329681470958,5.570650298031915,5.588864957195252,8800,0.004347586674014211
1999-02-12,5.506899833679199,5.625295514904377,5.482613616110603,5.625295514904377,206000,-0.016402553118349598
1999-02-16,5.607079982757568,5.607079982757568,5.564579108599197,5.579757621648974,118600,0.018028260637951685
1999-02-17,5.5676164627075195,5.682976018641481,5.5676164627075195,5.591902685009406,114800,-0.007063043600487449
1999-02-18,5.6677961349487305,5.743690190781436,5.56761512150801,5.591901337959516,28000,0.017833315215473863
1999-02-19,5.607079982757568,5.664759369965715,5.585829175100169,5.6374377500135475,19200,-0.01077027161498654
1999-02-22,5.789227485656738,5.789227485656738,5.628330923626365,5.628330923626365,13800,0.031968778672939596
1999-02-23,5.607079982757568,5.737618011380065,5.585829175100169,5.737618011380065,30200,-0.03196877867293956
1999-02-24,5.658687114715576,5.743688852490274,5.625293945453684,5.625293945453684,132000,0.009161824933664915
1999-02-25,5.537255764007568,5.628329049599798,5.512969554516307,5.6222574972269825,47200,-0.02169287820173117
1999-02-26,5.570651054382324,5.57672260826113,5.491720853957852,5.57672260826113,22800,0.0060129044180832454
1999-03-01,5.48868465423584,5.525113977162184,5.4552914787982605,5.525113977162184,16800,-0.014823295571149123
1999-03-02,5.406721591949463,5.5402958388558785,5.406721591949463,5.5251165765835575,20600,-0.015045718648450807
1999-03-03,5.409750461578369,5.4431443535241,5.409750461578369,5.409750461578369,9400,0.0005600476186848438
1999-03-04,5.494755268096924,5.494755268096924,5.440111293055076,5.4552905455893175,11400,0.015591083272591505
1999-03-05,5.588868141174316,5.597975105366034,5.522081019526783,5.58583199233921,42000,0.01698273778208659
1999-03-08,5.525116443634033,5.564581931666964,5.497794809820838,5.564581931666964,78200,-0.011472464495257509
1999-03-09,5.509933948516846,5.552434813580836,5.476540041102719,5.531184010470707,11600,-0.0027516874246203676
1999-03-10,5.491722583770752,5.512972658461797,5.482614879505509,5.485651027979494,68000,-0.00331066168561435
1999-03-11,5.53422212600708,5.56761530414506,5.482613543776433,5.497792800134811,19200,0.00770904513519042
1999-03-12,5.594937324523926,5.619223540276267,5.567614961224298,5.613151986338182,15600,0.01091112067246788
1999-03-15,5.610114097595215,5.634400305809913,5.585827889380517,5.619221796253854,31800,0.002708917930037279
1999-03-16,5.588868141174316,5.619225923741378,5.558510358607256,5.591903548852622,20200,-0.0037942701322030968
1999-03-17,5.537255764007568,5.613150539245908,5.537255764007568,5.601007434500277,24200,-0.00927775887184625
1999-03-18,5.619225025177002,5.619225025177002,5.525115543689661,5.525115543689661,27600,0.014694729945108384
1999-03-19,5.515623569488525,5.622574338786416,5.515623569488525,5.592016869553881,102000,-0.018609044303707706
1999-03-22,5.533956050872803,5.57979186513904,5.515621575959969,5.515621575959969,76800,0.0033182254592730334
1999-03-23,5.359776973724365,5.4850628974372215,5.326164150211642,5.4850628974372215,68800,-0.031980574839442485
1999-03-24,5.433116912841797,5.457562883203289,5.329221538805452,5.396447957299557,47400,0.01359062152175105
1999-03-25,5.414782524108887,5.4361731215428355,5.384225060654548,5.4361731215428355,15200,-0.003380268465280394
1999-03-26,5.344499111175537,5.356722092852289,5.310885538548671,5.332276129498785,24600,-0.013064889468237603
1999-03-29,5.316998481750488,5.387281018605619,5.316998481750488,5.3567235560668225,29000,-0.005158879449574978
1999-03-30,5.231436252593994,5.295607280577365,5.231436252593994,5.268105198289747,23000,-0.016223090512899208
1999-03-31,5.219212532043457,5.277272060860629,5.219212532043457,5.268104452718337,41000,-0.002339323878717773
1999-04-01,5.329219818115234,5.329219818115234,5.240603577183002,5.240603577183002,22400,0.020858317291390285
1999-04-05,5.3720011711120605,5.393391764945761,5.316997746151869,5.344499831647814,16800,0.007995644788291886
1999-04-06,5.344499111175537,5.40255790112431,5.338387620337161,5.378111937770806,77800,-0.005132668238490355
1999-04-07,5.414782524108887,5.427005509490622,5.365890582581945,5.390336553345416,58200,0.013064889468237657
1999-04-08,5.5584025382995605,5.57979238801979,5.433116574972172,5.433116574972172,89800,0.026178035830951085
1999-04-09,5.5186767578125,5.567568689221692,5.506453774960202,5.567568689221692,34600,-0.007172639960143431
1999-04-12,5.5981245040893555,5.607292111555008,5.506452159590076,5.524786628489932,19000,0.014293517897674496
1999-04-13,5.506453514099121,5.60423737228512,5.506453514099121,5.598125881148496,26000,-0.01651086108002155
1999-04-14,5.427004337310791,5.524788199244319,5.423948964641199,5.524788199244319,53200,-0.014533476291562588
1999-04-15,5.482007026672363,5.503397616626108,5.442282711089069,5.442282711089069,35000,0.010083985360852808
1999-04-16,5.543123245239258,5.55534622924199,5.509510412247612,5.512565785232426,5600,0.01108682493182621
1999-04-19,5.5981245040893555,5.695908338221921,5.588957642655153,5.5981245040893555,23800,0.009873527078905016
1999-04-20,5.659241199493408,5.659241199493408,5.604237775308267,5.604237775308267,20600,0.010858187871820815
1999-04-21,5.760079383850098,5.760079383850098,5.64396108018341,5.683685390001024,39200,0.017661436997242565
1999-04-22,5.74174690246582,5.747858394248098,5.668409001078487,5.747858394248098,26400,-0.0031877540926348127
1999-04-23,5.738692760467529,5.7753617237932,5.732581266579917,5.7753617237932,12200,-0.0005320601231329673
1999-04-26,5.708133697509766,5.778416230612757,5.708133697509766,5.738691158417206,12200,-0.0053393201458810735
1999-04-27,5.74174690246582,5.744802275341104,5.680631984643043,5.680631984643043,17400,0.005871380269014094
1999-04-28,5.717299461364746,5.778414363431545,5.717299461364746,5.766191383018185,17400,-0.004266930670687008
1999-04-29,5.799807071685791,5.833420657445963,5.796751698088624,5.815086177767293,27400,0.0143280817287531
1999-04-30,5.723412036895752,5.787582323218671,5.671463987272362,5.775359340487481,65000,-0.013259515999504064
1999-05-03,5.8089752197265625,5.827309701094402,5.741748788044482,5.741748788044482,8800,0.014839035662591319
1999-05-04,5.760079383850098,5.842584121334386,5.744800286667702,5.842584121334386,100400,-0.008452916628518674
1999-05-05,5.805915355682373,5.805915355682373,5.747856575141287,5.772302534533634,1254200,0.00792603019853279
1999-05-06,5.683687686920166,5.781471561103738,5.683687686920166,5.763137084694319,33400,-0.021277024007301117
1999-05-07,5.753969669342041,5.787582499862889,5.753969669342041,5.753969669342041,12200,0.012289731162887906
1999-05-10,5.738692760467529,5.753971868202543,5.7356373865397074,5.753971868202543,8200,-0.002658551569887445
