Date,Value
2022-05-09,183.2689626376903
2022-05-10,183.32047906018798
2022-05-11,182.81075709758895
2022-05-12,182.8471710224548
2022-05-13,184.99456568471936
2022-05-16,185.10186110479805
2022-05-17,186.6560887695503
2022-05-18,183.76196261768476
2022-05-19,184.70699554990904
2022-05-20,185.14854211526273
2022-05-23,186.44386252583604
2022-05-24,186.54833775238941
2022-05-25,187.8016377660708
2022-05-26,189.472957735299
2022-05-27,191.7626545699002
2022-05-31,190.20806890425516
2022-06-01,189.37395770614515
2022-06-02,191.87562571517995
2022-06-03,190.32038998325876
2022-06-06,190.11512674900084
2022-06-07,191.46929342714287
2022-06-08,189.854355849886
2022-06-09,187.5525664446597
2022-06-10,184.90747247963148
2022-06-13,179.15360280425833
2022-06-14,178.1964028302728
2022-06-15,180.76544546597938
2022-06-16,178.00524782530982
2022-06-17,177.8620301512882
2022-06-21,178.85632256463086
2022-06-22,178.97536212035496
2022-06-23,179.57114165628496
2022-06-24,182.23655405963345
2022-06-27,181.73745843488553
2022-06-28,180.59160017627462
2022-06-29,180.22300352023828
2022-06-30,179.4406911629986
2022-07-01,181.20260259823638
2022-07-05,179.9056490706149
2022-07-06,179.01328359570863
2022-07-07,181.27860101289832
2022-07-08,181.18711868015066
2022-07-11,179.93597642553573
2022-07-12,179.35584249766566
2022-07-13,179.48126926088509
2022-07-14,177.98925928486068
2022-07-15,180.41101318711628
2022-07-18,179.91608757444965
2022-07-19,183.26715513813733
2022-07-20,183.63013743346534
2022-07-21,185.12595750493463
2022-07-22,184.8722033791109
2022-07-25,185.2261304683825
2022-07-26,184.4085377978623
2022-07-27,186.99433938356796
2022-07-28,189.35861952026448
2022-07-29,190.54979743446373
2022-08-01,190.41652531280025
2022-08-02,188.65315855073632
2022-08-03,190.04106464024787
2022-08-04,190.14103643892128
2022-08-05,189.48325487542172
2022-08-08,190.61397893828214
2022-08-09,189.8304674641184
2022-08-10,192.9081958296335
2022-08-11,192.5970093831522
2022-08-12,194.78069029688137
2022-08-15,194.5743207122626
2022-08-16,194.21172143604463
2022-08-17,192.48217072564645
2022-08-18,192.77156371795195
2022-08-19,190.4396870613471
2022-08-22,187.9429786392513
2022-08-23,187.91664732052945
2022-08-24,188.45178488839068
2022-08-25,190.4017603401453
2022-08-26,186.90643935904566
2022-08-29,186.03713713313908
2022-08-30,184.29598610690195
2022-08-31,182.95441590117392
2022-09-01,181.70670054130238
2022-09-02,180.990478553397
2022-09-06,180.14507203990522
2022-09-07,182.44543963653626
2022-09-08,182.96054484022397
2022-09-09,185.2919326001466
2022-09-12,186.58767623104194
2022-09-13,181.8994260290336
2022-09-14,181.9609017821403
2022-09-15,180.19806103084215
2022-09-16,179.3265993880165
2022-09-19,180.03608422915477
2022-09-20,177.64608863847815
2022-09-21,176.37062988877247
2022-09-22,174.39236042725057
2022-09-23,171.40170927998955
2022-09-26,168.5833043396989
2022-09-27,167.74606147479548
2022-09-28,171.60035001180444
2022-09-29,169.18437478309244
2022-09-30,168.61088642055978
2022-10-03,171.85495961210708
2022-10-04,176.09078156982306
2022-10-05,174.78961108014934
2022-10-06,173.18503189397413
2022-10-07,170.46065678348188
2022-10-10,169.0576538024625
2022-10-11,168.94266288780258
2022-10-12,168.54576615067393
2022-10-13,170.52510822498374
2022-10-14,167.84575498857527
2022-10-17,170.99015462441963
2022-10-18,172.20500398346127
2022-10-19,169.76833437527216
2022-10-20,168.5868932513379
2022-10-21,170.36762033160497
2022-10-24,170.54034676882816
2022-10-25,174.02409570863125
2022-10-26,174.99951128421563
2022-10-27,175.1905580545732
2022-10-28,176.90814919143037
2022-10-31,175.93485423916496
2022-11-01,176.78558623512487
2022-11-02,174.00638100239155
2022-11-03,173.24307240055145
2022-11-04,175.8698606079716
2022-11-07,175.96434864722968
2022-11-08,176.56232853544918
2022-11-09,174.2656356718312
2022-11-10,182.33482414610896
2022-11-11,183.49261422081398
2022-11-14,181.64853714562017
2022-11-15,183.5890348315761
2022-11-16,182.7683891270997
2022-11-17,181.64451524724305
2022-11-18,182.20006946691956
2022-11-21,181.8543612593132
2022-11-22,183.55977657424944
2022-11-23,184.44866988190708
2022-11-25,184.71874647608826
2022-11-28,182.24334883389943
2022-11-29,182.95713011263769
2022-11-30,186.29715714467417
2022-12-01,187.16090451755588
2022-12-02,187.3303182101564
2022-12-05,184.28931777419754
2022-12-06,183.21733973756892
2022-12-07,183.73724379306412
2022-12-08,184.34027362689943
2022-12-09,183.4442693353249
2022-12-12,184.41511576864323
2022-12-13,186.54011592182803
2022-12-14,186.07325197565072
2022-12-15,183.60520329163916
2022-12-16,181.8677937910817
2022-12-19,180.39597261300858
2022-12-20,180.31750186314522
2022-12-21,182.16552672330434
2022-12-22,180.910824572213
2022-12-23,181.5742954975783
2022-12-27,180.79616863199237
2022-12-28,178.73512553224788
2022-12-29,181.36933103159936
2022-12-30,180.62028964018393
2023-01-03,181.1838559594628
2023-01-04,183.72967597983285
2023-01-05,182.10805363433698
2023-01-06,186.0610651271224
2023-01-09,186.5770066074223
2023-01-10,187.05606989695278
2023-01-11,189.63825587867572
2023-01-12,191.68419206085454
2023-01-13,191.87817475829823
2023-01-17,191.61430570532377
2023-01-18,190.77934256890467
2023-01-19,190.02619899996623
2023-01-20,191.54246421436397
2023-01-23,192.53036549493285
