Date,Close,High,Low,Open,Volume
1998-12-22,11.909107208251953,12.07749536478014,11.8103969095975,12.042656435843273,601000
1998-12-23,12.193618774414062,12.193618774414062,11.94974639892578,12.170392833891368,676600
1998-12-24,12.147171974182129,12.193623874657012,12.100720073707246,12.193623874657012,487400
1998-12-28,12.182010650634766,12.332979324093538,12.112332801346103,12.332979324093538,618600
1998-12-29,12.216848373413086,12.269106755238521,12.077492688545256,12.240074320891058,247600
1998-12-30,12.170398712158203,12.315560910537954,12.106527344871115,12.147172760417444,191200
1998-12-31,12.123947143554688,12.228463929274987,12.01943035783439,12.170399048319265,154400
1999-01-04,12.263304710388184,12.472338313406164,12.11233599709742,12.135561952988306,1301200
1999-01-05,12.576852798461914,12.646530653301038,12.286528403298897,12.286528403298897,590400
1999-01-06,12.948464393615723,12.983303311266708,12.785882777911132,12.890399530864084,1249400
1999-01-07,12.907821655273438,13.018144917284323,12.739433518519984,12.820724343159583,1069200
1999-01-08,12.960082054138184,13.21556754266062,12.814919844750435,13.19234158915858,1065600
1999-01-11,13.087823867797852,13.331696362228868,12.948468156694414,13.331696362228868,995800
1999-01-12,12.733626365661621,13.215564800841701,12.733626365661621,13.192338852158324,972000
1999-01-13,12.72782039642334,13.064596666036731,11.891686209796989,11.891686209796989,1096600
1999-01-14,12.553624153137207,12.867174432632773,12.472333339934654,12.762657672800918,732600
1999-01-15,12.925239562988281,12.931046049764106,12.576850356438731,12.63491522419699,1307800
1999-01-19,13.372339248657227,13.378145735521603,13.012337063065933,13.238790050776586,874600
1999-01-20,13.494282722473145,13.929769471262079,13.471056762537733,13.703316361891833,2264400
1999-01-21,13.145891189575195,13.494280532055102,13.052987364913886,13.471054575889776,2985800
1999-01-22,12.913627624511719,13.157500088643685,12.780078417963262,12.913627624511719,2582000
1999-01-25,13.140077590942383,13.145884076842048,12.855559781858787,13.076206246046066,1893200
1999-01-26,13.668477058410645,13.680090038069446,13.285248729670158,13.285248729670158,1427800
1999-01-27,13.378143310546875,13.92975946267446,13.378143310546875,13.84266217549642,2733800
1999-01-28,13.848468780517578,13.85427526637943,13.604596374319783,13.656854747076453,1807200
1999-01-29,14.051701545715332,14.063314522199395,13.726538204161589,13.88911987493846,1867200
1999-02-01,14.063313484191895,14.26073406984942,13.958796703549677,14.179443240461028,1826000
